order_id,order_region,market,shipping_mode,total_line_items,total_item_units,total_order_value,actual_shipping_days,scheduled_shipping_days,max_lead_time_variance,is_late_delivery,complexity_bucket
21108,South Asia,Pacific Asia,Second Class,5,6.0,907.24,4,2,2,1,High Complexity (5+)
29721,Southeast Asia,Pacific Asia,Second Class,3,5.0,336.35,2,2,0,0,Medium Complexity (3-4)
25120,Eastern Asia,Pacific Asia,Second Class,5,12.0,1247.26,6,2,4,1,High Complexity (5+)
21207,Oceania,Pacific Asia,Second Class,3,10.0,899.9,3,2,1,1,Medium Complexity (3-4)
76767,South Asia,Pacific Asia,Second Class,1,1.0,33.39,3,2,1,1,Single Item (1)
35691,East of USA,USCA,Second Class,5,16.0,1082.35,2,2,0,0,High Complexity (5+)
40299,South of  USA,USCA,Second Class,5,13.0,933.0,5,2,3,1,High Complexity (5+)
34558,West of USA,USCA,Second Class,2,6.0,340.74,4,2,2,1,Low Complexity (2)
35117,East of USA,USCA,Second Class,2,2.0,183.98,3,2,1,1,Low Complexity (2)
32274,US Center,USCA,Second Class,2,2.0,408.97,5,2,3,1,Low Complexity (2)
19240,Western Europe,Europe,Second Class,1,3.0,172.77,6,2,4,1,Single Item (1)
49128,North Africa,Africa,Second Class,3,11.0,444.85,4,2,2,1,Medium Complexity (3-4)
49429,West Asia,Pacific Asia,Second Class,5,24.0,1026.76,5,2,3,1,High Complexity (5+)
37801,East of USA,USCA,Second Class,2,6.0,473.44,2,2,0,0,Low Complexity (2)
44538,West Africa,Africa,Standard Class,4,9.0,601.84,4,4,0,0,Medium Complexity (3-4)
46442,West Africa,Africa,Standard Class,1,1.0,123.49,3,4,-1,0,Single Item (1)
43420,North Africa,Africa,Standard Class,4,8.0,360.43,6,4,2,1,Medium Complexity (3-4)
45755,West Africa,Africa,Standard Class,5,7.0,783.82,6,4,2,1,High Complexity (5+)
43806,North Africa,Africa,Standard Class,3,9.0,509.96,2,4,-2,0,Medium Complexity (3-4)
49373,North Africa,Africa,Standard Class,3,7.0,358.11,4,4,0,0,Medium Complexity (3-4)
49489,West Africa,Africa,Standard Class,5,14.0,935.85,5,4,1,1,High Complexity (5+)
61589,Northern Europe,Europe,Standard Class,5,11.0,792.6,5,4,1,1,High Complexity (5+)
69631,Southern Europe,Europe,Standard Class,1,1.0,447.52,2,4,-2,0,Single Item (1)
70977,Southern Europe,Europe,Standard Class,1,1.0,222.53,3,4,-1,0,Single Item (1)
70884,Western Europe,Europe,Standard Class,1,1.0,212.42,5,4,1,1,Single Item (1)
12968,Northern Europe,Europe,Standard Class,5,10.0,687.47,4,4,0,0,High Complexity (5+)
12004,Western Europe,Europe,Standard Class,1,1.0,129.99,5,4,1,1,Single Item (1)
43284,Eastern Europe,Europe,Standard Class,4,9.0,484.18,5,4,1,1,Medium Complexity (3-4)
68538,Western Europe,Europe,Standard Class,5,9.0,759.87,4,4,0,0,High Complexity (5+)
68332,Western Europe,Europe,Standard Class,4,12.0,664.54,3,4,-1,0,Medium Complexity (3-4)
13486,Southern Europe,Europe,Standard Class,4,4.0,673.59,2,4,-2,0,Medium Complexity (3-4)
67307,Western Europe,Europe,Standard Class,2,5.0,310.89,3,4,-1,0,Low Complexity (2)
69200,Northern Europe,Europe,Standard Class,1,1.0,53.17,6,4,2,1,Single Item (1)
65352,Northern Europe,Europe,Standard Class,5,12.0,1073.37,3,4,-1,0,High Complexity (5+)
64224,Southern Europe,Europe,Standard Class,4,10.0,517.72,5,4,1,1,Medium Complexity (3-4)
70278,Western Europe,Europe,Standard Class,1,1.0,303.54,4,4,0,0,Single Item (1)
62253,Western Europe,Europe,Standard Class,3,6.0,442.34,4,4,0,0,Medium Complexity (3-4)
70456,Western Europe,Europe,Standard Class,1,1.0,296.39,2,4,-2,0,Single Item (1)
13654,Western Europe,Europe,Standard Class,5,16.0,761.35,5,4,1,1,High Complexity (5+)
64262,Northern Europe,Europe,Standard Class,5,11.0,814.33,3,4,-1,0,High Complexity (5+)
20282,Western Europe,Europe,Standard Class,4,6.0,633.53,3,4,-1,0,Medium Complexity (3-4)
21057,Southeast Asia,Pacific Asia,Same Day,4,13.0,657.02,0,0,0,0,Medium Complexity (3-4)
36981,South of  USA,USCA,Same Day,2,6.0,315.31,1,0,1,1,Low Complexity (2)
4014,Central America,LATAM,Same Day,1,2.0,199.98,1,0,1,1,Single Item (1)
54686,Central America,LATAM,Same Day,1,3.0,149.38,0,0,0,0,Single Item (1)
34142,East of USA,USCA,Same Day,1,4.0,115.16,0,0,0,0,Single Item (1)
42892,West Africa,Africa,Second Class,2,4.0,426.55,3,2,1,1,Low Complexity (2)
70925,Western Europe,Europe,Second Class,1,1.0,230.12,6,2,4,1,Single Item (1)
61571,South America,LATAM,Second Class,3,3.0,298.67,2,2,0,0,Medium Complexity (3-4)
9011,Central America,LATAM,Second Class,2,2.0,415.37,2,2,0,0,Low Complexity (2)
57588,Central America,LATAM,Second Class,1,1.0,113.09,4,2,2,1,Single Item (1)
2638,Central America,LATAM,Second Class,3,3.0,374.37,4,2,2,1,Medium Complexity (3-4)
57449,Central America,LATAM,Second Class,2,6.0,403.14,5,2,3,1,Low Complexity (2)
8765,Central America,LATAM,Second Class,5,11.0,1354.4,6,2,4,1,High Complexity (5+)
2917,Caribbean,LATAM,Second Class,3,6.0,318.31,3,2,1,1,Medium Complexity (3-4)
22406,Eastern Asia,Pacific Asia,Second Class,1,1.0,391.98,2,2,0,0,Single Item (1)
43584,West Asia,Pacific Asia,Second Class,1,1.0,239.98,5,2,3,1,Single Item (1)
46941,West Asia,Pacific Asia,Second Class,3,4.0,266.26,2,2,0,0,Medium Complexity (3-4)
37928,West of USA,USCA,Second Class,2,6.0,220.44,4,2,2,1,Low Complexity (2)
44817,West Africa,Africa,Second Class,3,10.0,477.91,3,2,1,1,Medium Complexity (3-4)
42248,West Africa,Africa,Second Class,2,7.0,300.0,4,2,2,1,Low Complexity (2)
15827,Western Europe,Europe,Second Class,1,2.0,76.78,3,2,1,1,Single Item (1)
55653,South America,LATAM,Second Class,4,15.0,651.41,4,2,2,1,Medium Complexity (3-4)
60414,Central America,LATAM,Second Class,1,3.0,163.77,5,2,3,1,Single Item (1)
61482,South America,LATAM,Second Class,5,16.0,978.66,3,2,1,1,High Complexity (5+)
47327,West Asia,Pacific Asia,Second Class,1,4.0,196.0,3,2,1,1,Single Item (1)
42521,West Africa,Africa,Standard Class,1,1.0,128.69,2,4,-2,0,Single Item (1)
70344,Southern Europe,Europe,Standard Class,1,1.0,357.1,5,4,1,1,Single Item (1)
19542,Southern Europe,Europe,Standard Class,5,15.0,1078.15,3,4,-1,0,High Complexity (5+)
70306,Southern Europe,Europe,Standard Class,1,1.0,349.96,2,4,-2,0,Single Item (1)
67603,Western Europe,Europe,Standard Class,4,6.0,587.25,4,4,0,0,Medium Complexity (3-4)
63421,Northern Europe,Europe,Standard Class,1,1.0,122.84,2,4,-2,0,Single Item (1)
68796,Western Europe,Europe,Standard Class,4,10.0,600.77,2,4,-2,0,Medium Complexity (3-4)
66151,Southern Europe,Europe,Standard Class,4,8.0,637.21,2,4,-2,0,Medium Complexity (3-4)
68200,Western Europe,Europe,Standard Class,4,6.0,540.96,6,4,2,1,Medium Complexity (3-4)
51131,Eastern Europe,Europe,Standard Class,3,5.0,278.95,2,4,-2,0,Medium Complexity (3-4)
19592,Western Europe,Europe,Standard Class,2,6.0,336.45,3,4,-1,0,Low Complexity (2)
11111,Western Europe,Europe,Standard Class,2,2.0,422.37,2,4,-2,0,Low Complexity (2)
62655,Southern Europe,Europe,Standard Class,3,7.0,564.33,6,4,2,1,Medium Complexity (3-4)
66680,Western Europe,Europe,Standard Class,1,1.0,248.98,6,4,2,1,Single Item (1)
63263,Western Europe,Europe,Standard Class,5,11.0,970.14,4,4,0,0,High Complexity (5+)
16377,Northern Europe,Europe,Standard Class,4,6.0,506.6,3,4,-1,0,Medium Complexity (3-4)
11624,Western Europe,Europe,Standard Class,4,12.0,726.17,5,4,1,1,Medium Complexity (3-4)
61996,Western Europe,Europe,Standard Class,2,6.0,267.95,2,4,-2,0,Low Complexity (2)
63802,Southern Europe,Europe,Standard Class,3,7.0,562.53,3,4,-1,0,Medium Complexity (3-4)
10405,Western Europe,Europe,Standard Class,5,13.0,1254.46,6,4,2,1,High Complexity (5+)
63663,Western Europe,Europe,Standard Class,3,7.0,654.97,4,4,0,0,Medium Complexity (3-4)
57363,South America,LATAM,Standard Class,5,5.0,761.53,4,4,0,0,High Complexity (5+)
58005,Caribbean,LATAM,Standard Class,4,8.0,798.22,6,4,2,1,Medium Complexity (3-4)
5530,Central America,LATAM,Standard Class,4,5.0,338.98,6,4,2,1,Medium Complexity (3-4)
53198,Caribbean,LATAM,Standard Class,4,14.0,669.68,4,4,0,0,Medium Complexity (3-4)
59885,Central America,LATAM,Standard Class,1,1.0,58.79,6,4,2,1,Single Item (1)
5318,South America,LATAM,Standard Class,5,9.0,952.25,4,4,0,0,High Complexity (5+)
2846,Caribbean,LATAM,Standard Class,2,5.0,265.55,2,4,-2,0,Low Complexity (2)
1341,Caribbean,LATAM,Standard Class,4,6.0,829.0,2,4,-2,0,Medium Complexity (3-4)
53967,Central America,LATAM,Standard Class,5,10.0,453.53,3,4,-1,0,High Complexity (5+)
56829,Central America,LATAM,Standard Class,5,18.0,1031.78,5,4,1,1,High Complexity (5+)
8125,Central America,LATAM,Standard Class,4,6.0,478.68,6,4,2,1,Medium Complexity (3-4)
60325,Central America,LATAM,Standard Class,4,8.0,766.86,6,4,2,1,Medium Complexity (3-4)
59568,South America,LATAM,Standard Class,5,13.0,839.35,4,4,0,0,High Complexity (5+)
6366,South America,LATAM,Standard Class,1,1.0,299.98,2,4,-2,0,Single Item (1)
3536,Central America,LATAM,Standard Class,4,6.0,1052.92,2,4,-2,0,Medium Complexity (3-4)
3983,Caribbean,LATAM,Standard Class,5,16.0,938.0,4,4,0,0,High Complexity (5+)
60080,Central America,LATAM,Standard Class,2,5.0,367.95,6,4,2,1,Low Complexity (2)
6900,Central America,LATAM,Standard Class,3,6.0,451.78,6,4,2,1,Medium Complexity (3-4)
1869,Caribbean,LATAM,Standard Class,4,4.0,954.23,5,4,1,1,Medium Complexity (3-4)
74632,Oceania,Pacific Asia,Standard Class,1,1.0,238.97,3,4,-1,0,Single Item (1)
74520,Eastern Asia,Pacific Asia,Standard Class,1,1.0,1320.0,6,4,2,1,Single Item (1)
26394,Oceania,Pacific Asia,Standard Class,1,1.0,92.99,5,4,1,1,Single Item (1)
29732,Eastern Asia,Pacific Asia,Standard Class,3,6.0,618.93,3,4,-1,0,Medium Complexity (3-4)
23949,Eastern Asia,Pacific Asia,Standard Class,1,1.0,120.89,5,4,1,1,Single Item (1)
74435,Southeast Asia,Pacific Asia,Standard Class,1,1.0,321.39,6,4,2,1,Single Item (1)
22086,Oceania,Pacific Asia,Standard Class,3,3.0,356.67,2,4,-2,0,Medium Complexity (3-4)
24101,South Asia,Pacific Asia,Standard Class,2,4.0,217.01,2,4,-2,0,Low Complexity (2)
22658,South Asia,Pacific Asia,Standard Class,4,9.0,844.91,4,4,0,0,Medium Complexity (3-4)
73795,Oceania,Pacific Asia,Standard Class,1,1.0,176.97,6,4,2,1,Single Item (1)
77183,Oceania,Pacific Asia,Standard Class,1,1.0,172.66,4,4,0,0,Single Item (1)
45150,West Asia,Pacific Asia,Standard Class,4,11.0,572.24,6,4,2,1,Medium Complexity (3-4)
77038,Southeast Asia,Pacific Asia,Standard Class,1,1.0,161.87,4,4,0,0,Single Item (1)
43639,West Asia,Pacific Asia,Standard Class,3,10.0,728.14,5,4,1,1,Medium Complexity (3-4)
75175,Oceania,Pacific Asia,Standard Class,1,1.0,479.32,6,4,2,1,Single Item (1)
37070,US Center,USCA,Standard Class,3,5.0,367.98,6,4,2,1,Medium Complexity (3-4)
34076,South of  USA,USCA,Standard Class,4,8.0,672.72,2,4,-2,0,Medium Complexity (3-4)
36048,South of  USA,USCA,Standard Class,3,6.0,381.46,4,4,0,0,Medium Complexity (3-4)
62150,Western Europe,Europe,First Class,4,13.0,840.85,2,1,1,1,Medium Complexity (3-4)
16476,Western Europe,Europe,First Class,4,6.0,661.03,2,1,1,1,Medium Complexity (3-4)
59434,Central America,LATAM,First Class,5,13.0,1013.37,2,1,1,1,High Complexity (5+)
4314,Central America,LATAM,First Class,5,12.0,780.35,2,1,1,1,High Complexity (5+)
4033,South America,LATAM,First Class,5,7.0,674.79,2,1,1,1,High Complexity (5+)
56093,Central America,LATAM,First Class,5,11.0,772.13,2,1,1,1,High Complexity (5+)
5601,South America,LATAM,First Class,2,4.0,207.47,2,1,1,1,Low Complexity (2)
57435,Central America,LATAM,First Class,4,11.0,1072.39,2,1,1,1,Medium Complexity (3-4)
53317,South America,LATAM,First Class,4,12.0,993.86,2,1,1,1,Medium Complexity (3-4)
4318,South America,LATAM,First Class,1,1.0,319.98,2,1,1,1,Single Item (1)
59588,Caribbean,LATAM,First Class,1,1.0,122.84,2,1,1,1,Single Item (1)
54414,South America,LATAM,First Class,5,7.0,590.94,2,1,1,1,High Complexity (5+)
72240,Southeast Asia,Pacific Asia,First Class,1,1.0,234.43,2,1,1,1,Single Item (1)
27179,Southeast Asia,Pacific Asia,First Class,4,6.0,376.88,2,1,1,1,Medium Complexity (3-4)
29472,Southeast Asia,Pacific Asia,First Class,1,1.0,47.5,2,1,1,1,Single Item (1)
46099,West Asia,Pacific Asia,First Class,5,12.0,810.73,2,1,1,1,High Complexity (5+)
24412,Oceania,Pacific Asia,First Class,1,1.0,335.98,2,1,1,1,Single Item (1)
75459,Eastern Asia,Pacific Asia,First Class,1,1.0,237.19,2,1,1,1,Single Item (1)
72601,Eastern Asia,Pacific Asia,First Class,1,1.0,208.52,2,1,1,1,Single Item (1)
76637,Eastern Asia,Pacific Asia,First Class,1,1.0,29.81,2,1,1,1,Single Item (1)
75295,Oceania,Pacific Asia,First Class,1,1.0,234.43,2,1,1,1,Single Item (1)
26509,Southeast Asia,Pacific Asia,First Class,5,12.0,679.9,2,1,1,1,High Complexity (5+)
74847,South Asia,Pacific Asia,First Class,1,1.0,415.33,2,1,1,1,Single Item (1)
39817,East of USA,USCA,First Class,4,7.0,555.34,2,1,1,1,Medium Complexity (3-4)
34610,West of USA,USCA,First Class,3,3.0,578.36,2,1,1,1,Medium Complexity (3-4)
39123,US Center,USCA,First Class,1,1.0,55.79,2,1,1,1,Single Item (1)
39132,West of USA,USCA,First Class,3,4.0,477.87,2,1,1,1,Medium Complexity (3-4)
35972,East of USA,USCA,First Class,2,5.0,225.99,2,1,1,1,Low Complexity (2)
32032,West of USA,USCA,First Class,1,1.0,40.0,2,1,1,1,Single Item (1)
38686,South of  USA,USCA,First Class,1,1.0,37.5,2,1,1,1,Single Item (1)
11066,Western Europe,Europe,First Class,3,6.0,254.36,2,1,1,1,Medium Complexity (3-4)
1330,Central America,LATAM,First Class,3,9.0,526.48,2,1,1,1,Medium Complexity (3-4)
6945,South America,LATAM,First Class,1,2.0,119.98,2,1,1,1,Single Item (1)
54971,South America,LATAM,First Class,2,7.0,313.13,2,1,1,1,Low Complexity (2)
29238,Southeast Asia,Pacific Asia,First Class,3,7.0,431.57,2,1,1,1,Medium Complexity (3-4)
29458,Eastern Asia,Pacific Asia,First Class,2,7.0,306.5,2,1,1,1,Low Complexity (2)
42910,West Asia,Pacific Asia,First Class,2,7.0,176.59,2,1,1,1,Low Complexity (2)
45804,West Africa,Africa,First Class,3,10.0,574.48,2,1,1,1,Medium Complexity (3-4)
11955,Southern Europe,Europe,First Class,4,15.0,789.78,2,1,1,1,Medium Complexity (3-4)
54037,Central America,LATAM,First Class,3,7.0,499.9,2,1,1,1,Medium Complexity (3-4)
33180,East of USA,USCA,First Class,3,7.0,564.53,2,1,1,1,Medium Complexity (3-4)
48745,Central Africa,Africa,First Class,4,11.0,859.94,2,1,1,1,Medium Complexity (3-4)
59626,Central America,LATAM,First Class,3,9.0,535.56,2,1,1,1,Medium Complexity (3-4)
65324,Western Europe,Europe,First Class,5,17.0,1172.78,2,1,1,1,High Complexity (5+)
16640,Western Europe,Europe,First Class,2,6.0,339.94,2,1,1,1,Low Complexity (2)
28099,Southeast Asia,Pacific Asia,First Class,1,5.0,240.0,2,1,1,1,Single Item (1)
34926,East of USA,USCA,First Class,1,5.0,143.46,2,1,1,1,Single Item (1)
38928,US Center,USCA,First Class,1,5.0,217.5,2,1,1,1,Single Item (1)
49177,West Africa,Africa,Same Day,1,1.0,284.98,1,0,1,1,Single Item (1)
71010,Western Europe,Europe,Same Day,1,1.0,212.42,1,0,1,1,Single Item (1)
65519,Southern Europe,Europe,Same Day,4,5.0,748.45,0,0,0,0,Medium Complexity (3-4)
62398,Western Europe,Europe,Same Day,1,1.0,129.99,1,0,1,1,Single Item (1)
66791,Western Europe,Europe,Same Day,5,11.0,614.28,1,0,1,1,High Complexity (5+)
69194,Southern Europe,Europe,Same Day,1,1.0,48.45,0,0,0,0,Single Item (1)
17273,Western Europe,Europe,Same Day,2,5.0,575.95,0,0,0,0,Low Complexity (2)
53657,Central America,LATAM,Same Day,4,12.0,656.73,0,0,0,0,Medium Complexity (3-4)
2569,Caribbean,LATAM,Same Day,5,11.0,720.2,0,0,0,0,High Complexity (5+)
3026,Caribbean,LATAM,Same Day,5,7.0,988.91,0,0,0,0,High Complexity (5+)
59348,Central America,LATAM,Same Day,5,9.0,1047.25,0,0,0,0,High Complexity (5+)
55527,Central America,LATAM,Same Day,5,6.0,579.04,1,0,1,1,High Complexity (5+)
4020,Caribbean,LATAM,Same Day,4,6.0,544.94,1,0,1,1,Medium Complexity (3-4)
3408,South America,LATAM,Same Day,4,10.0,486.22,1,0,1,1,Medium Complexity (3-4)
60113,Caribbean,LATAM,Same Day,1,1.0,179.99,0,0,0,0,Single Item (1)
5441,Central America,LATAM,Same Day,1,1.0,363.98,0,0,0,0,Single Item (1)
59124,Central America,LATAM,Same Day,1,1.0,248.98,0,0,0,0,Single Item (1)
27059,Oceania,Pacific Asia,Same Day,5,8.0,423.23,1,0,1,1,High Complexity (5+)
28370,Oceania,Pacific Asia,Same Day,1,1.0,116.99,0,0,0,0,Single Item (1)
24587,Southeast Asia,Pacific Asia,Same Day,4,5.0,417.48,1,0,1,1,Medium Complexity (3-4)
74103,Eastern Asia,Pacific Asia,Same Day,1,1.0,50.22,1,0,1,1,Single Item (1)
34698,South of  USA,USCA,Same Day,2,2.0,256.08,0,0,0,0,Low Complexity (2)
34146,South of  USA,USCA,Same Day,1,1.0,114.39,0,0,0,0,Single Item (1)
68834,Northern Europe,Europe,Same Day,1,2.0,98.0,1,0,1,1,Single Item (1)
53755,South America,LATAM,Same Day,2,7.0,636.93,1,0,1,1,Low Complexity (2)
32853,East of USA,USCA,Same Day,1,3.0,132.0,1,0,1,1,Single Item (1)
43382,Eastern Europe,Europe,Second Class,1,5.0,419.96,3,2,1,1,Single Item (1)
44237,North Africa,Africa,Standard Class,2,2.0,214.98,3,4,-1,0,Low Complexity (2)
48678,West Africa,Africa,Standard Class,4,5.0,515.44,4,4,0,0,Medium Complexity (3-4)
50082,West Africa,Africa,Standard Class,4,13.0,940.74,3,4,-1,0,Medium Complexity (3-4)
45834,Southern Africa,Africa,Standard Class,4,6.0,603.95,5,4,1,1,Medium Complexity (3-4)
71133,Northern Europe,Europe,Standard Class,1,1.0,202.3,4,4,0,0,Single Item (1)
69901,Northern Europe,Europe,Standard Class,1,1.0,447.52,2,4,-2,0,Single Item (1)
70823,Western Europe,Europe,Standard Class,1,1.0,1395.0,4,4,0,0,Single Item (1)
70357,Southern Europe,Europe,Standard Class,1,1.0,339.25,3,4,-1,0,Single Item (1)
62297,Western Europe,Europe,Standard Class,4,6.0,562.87,3,4,-1,0,Medium Complexity (3-4)
19363,Western Europe,Europe,Standard Class,2,2.0,442.47,4,4,0,0,Low Complexity (2)
13144,Southern Europe,Europe,Standard Class,5,11.0,1179.48,5,4,1,1,High Complexity (5+)
17082,Western Europe,Europe,Standard Class,4,4.0,983.54,3,4,-1,0,Medium Complexity (3-4)
69986,Western Europe,Europe,Standard Class,1,1.0,285.68,2,4,-2,0,Single Item (1)
13956,Western Europe,Europe,Standard Class,2,4.0,189.74,2,4,-2,0,Low Complexity (2)
64461,Northern Europe,Europe,Standard Class,1,1.0,45.0,2,4,-2,0,Single Item (1)
11453,Southern Europe,Europe,Standard Class,5,6.0,993.93,4,4,0,0,High Complexity (5+)
68207,Southern Europe,Europe,Standard Class,1,1.0,269.98,3,4,-1,0,Single Item (1)
68991,Western Europe,Europe,Standard Class,1,1.0,24.86,2,4,-2,0,Single Item (1)
9624,South America,LATAM,Standard Class,4,8.0,906.96,5,4,1,1,Medium Complexity (3-4)
5466,Caribbean,LATAM,Standard Class,5,7.0,1060.91,2,4,-2,0,High Complexity (5+)
55947,Central America,LATAM,Standard Class,4,8.0,495.43,3,4,-1,0,Medium Complexity (3-4)
3259,Central America,LATAM,Standard Class,4,9.0,609.77,5,4,1,1,Medium Complexity (3-4)
54068,Central America,LATAM,Standard Class,3,7.0,345.95,4,4,0,0,Medium Complexity (3-4)
54399,Caribbean,LATAM,Standard Class,4,13.0,810.46,5,4,1,1,Medium Complexity (3-4)
5214,Central America,LATAM,Standard Class,5,9.0,928.78,5,4,1,1,High Complexity (5+)
5697,Central America,LATAM,Standard Class,2,6.0,405.49,3,4,-1,0,Low Complexity (2)
54781,Central America,LATAM,Standard Class,3,3.0,622.45,2,4,-2,0,Medium Complexity (3-4)
4430,Caribbean,LATAM,Standard Class,5,6.0,1097.12,6,4,2,1,High Complexity (5+)
1926,Caribbean,LATAM,Standard Class,4,8.0,745.42,2,4,-2,0,Medium Complexity (3-4)
5548,Caribbean,LATAM,Standard Class,2,2.0,457.97,4,4,0,0,Low Complexity (2)
3177,South America,LATAM,Standard Class,5,13.0,1025.92,3,4,-1,0,High Complexity (5+)
56058,Caribbean,LATAM,Standard Class,3,9.0,622.99,4,4,0,0,Medium Complexity (3-4)
25397,Eastern Asia,Pacific Asia,Standard Class,3,6.0,424.97,3,4,-1,0,Medium Complexity (3-4)
74744,Southeast Asia,Pacific Asia,Standard Class,1,1.0,443.02,5,4,1,1,Single Item (1)
20312,Southeast Asia,Pacific Asia,Standard Class,3,7.0,673.74,3,4,-1,0,Medium Complexity (3-4)
47986,South Asia,Pacific Asia,Standard Class,2,2.0,170.89,2,4,-2,0,Low Complexity (2)
30862,Oceania,Pacific Asia,Standard Class,4,12.0,664.43,3,4,-1,0,Medium Complexity (3-4)
22876,Oceania,Pacific Asia,Standard Class,4,5.0,666.85,2,4,-2,0,Medium Complexity (3-4)
25225,Southeast Asia,Pacific Asia,Standard Class,2,2.0,339.48,6,4,2,1,Low Complexity (2)
72093,Southeast Asia,Pacific Asia,Standard Class,1,1.0,527.25,4,4,0,0,Single Item (1)
72105,Oceania,Pacific Asia,Standard Class,1,1.0,495.3,6,4,2,1,Single Item (1)
75170,South Asia,Pacific Asia,Standard Class,1,1.0,442.04,6,4,2,1,Single Item (1)
72098,Southeast Asia,Pacific Asia,Standard Class,1,1.0,442.04,4,4,0,0,Single Item (1)
25258,Southeast Asia,Pacific Asia,Standard Class,4,9.0,734.71,4,4,0,0,Medium Complexity (3-4)
73579,South Asia,Pacific Asia,Standard Class,1,1.0,37.76,5,4,1,1,Single Item (1)
71619,Southeast Asia,Pacific Asia,Standard Class,1,1.0,155.34,5,4,1,1,Single Item (1)
72783,Oceania,Pacific Asia,Standard Class,1,1.0,216.34,4,4,0,0,Single Item (1)
72547,South Asia,Pacific Asia,Standard Class,1,1.0,208.52,3,4,-1,0,Single Item (1)
37358,East of USA,USCA,Standard Class,1,1.0,129.99,4,4,0,0,Single Item (1)
36249,West of USA,USCA,Standard Class,2,2.0,167.28,5,4,1,1,Low Complexity (2)
34306,East of USA,USCA,Standard Class,3,4.0,323.76,2,4,-2,0,Medium Complexity (3-4)
36389,East of USA,USCA,Standard Class,3,4.0,401.66,5,4,1,1,Medium Complexity (3-4)
33080,US Center,USCA,Standard Class,3,4.0,270.87,6,4,2,1,Medium Complexity (3-4)
36601,US Center,USCA,Standard Class,2,6.0,251.61,2,4,-2,0,Low Complexity (2)
33570,West of USA,USCA,Standard Class,2,4.0,425.95,6,4,2,1,Low Complexity (2)
34202,West of USA,USCA,Standard Class,3,11.0,755.88,3,4,-1,0,Medium Complexity (3-4)
34780,South of  USA,USCA,Standard Class,2,4.0,383.96,6,4,2,1,Low Complexity (2)
33530,West of USA,USCA,Standard Class,4,8.0,736.72,6,4,2,1,Medium Complexity (3-4)
64327,Western Europe,Europe,Standard Class,2,6.0,514.55,3,4,-1,0,Low Complexity (2)
11531,Western Europe,Europe,Standard Class,3,7.0,530.97,2,4,-2,0,Medium Complexity (3-4)
65075,Western Europe,Europe,Standard Class,2,7.0,345.73,6,4,2,1,Low Complexity (2)
64244,Western Europe,Europe,Standard Class,2,5.0,185.94,5,4,1,1,Low Complexity (2)
10606,Western Europe,Europe,Standard Class,1,2.0,30.38,2,4,-2,0,Single Item (1)
45169,West Asia,Pacific Asia,Standard Class,3,9.0,376.71,5,4,1,1,Medium Complexity (3-4)
50110,West Asia,Pacific Asia,Standard Class,2,7.0,364.46,6,4,2,1,Low Complexity (2)
32628,East of USA,USCA,Standard Class,1,2.0,97.0,4,4,0,0,Single Item (1)
17112,Southern Europe,Europe,Standard Class,1,3.0,120.0,3,4,-1,0,Single Item (1)
6269,South America,LATAM,Standard Class,4,16.0,710.45,5,4,1,1,Medium Complexity (3-4)
56537,South America,LATAM,Standard Class,1,3.0,78.7,3,4,-1,0,Single Item (1)
65585,Southern Europe,Europe,Standard Class,2,9.0,411.47,6,4,2,1,Low Complexity (2)
19044,Northern Europe,Europe,Standard Class,1,4.0,196.0,5,4,1,1,Single Item (1)
52275,Central America,LATAM,First Class,3,10.0,386.55,2,1,1,1,Medium Complexity (3-4)
50594,Central Africa,Africa,Same Day,5,16.0,703.62,1,0,1,1,High Complexity (5+)
45532,North Africa,Africa,Same Day,4,14.0,1109.2,1,0,1,1,Medium Complexity (3-4)
67660,Western Europe,Europe,Same Day,5,12.0,969.91,1,0,1,1,High Complexity (5+)
12563,Western Europe,Europe,Same Day,4,4.0,759.64,0,0,0,0,Medium Complexity (3-4)
2431,Central America,LATAM,Same Day,5,9.0,813.7,0,0,0,0,High Complexity (5+)
330,Central America,LATAM,Same Day,5,7.0,574.01,1,0,1,1,High Complexity (5+)
54721,Central America,LATAM,Same Day,3,6.0,559.47,1,0,1,1,Medium Complexity (3-4)
73925,Southeast Asia,Pacific Asia,Same Day,1,1.0,187.76,0,0,0,0,Single Item (1)
57904,Central America,LATAM,Same Day,1,2.0,76.78,0,0,0,0,Single Item (1)
6592,Central America,LATAM,Same Day,2,8.0,284.37,0,0,0,0,Low Complexity (2)
44988,West Africa,Africa,Second Class,4,10.0,451.18,4,2,2,1,Medium Complexity (3-4)
43347,West Africa,Africa,Second Class,4,8.0,624.4,3,2,1,1,Medium Complexity (3-4)
46544,Eastern Europe,Europe,Second Class,4,8.0,447.19,5,2,3,1,Medium Complexity (3-4)
17998,Southern Europe,Europe,Second Class,4,5.0,624.7,4,2,2,1,Medium Complexity (3-4)
15921,Western Europe,Europe,Second Class,1,1.0,120.89,2,2,0,0,Single Item (1)
15770,Southern Europe,Europe,Second Class,5,12.0,618.09,6,2,4,1,High Complexity (5+)
12572,Western Europe,Europe,Second Class,3,7.0,754.92,3,2,1,1,Medium Complexity (3-4)
14842,Western Europe,Europe,Second Class,1,1.0,103.99,3,2,1,1,Single Item (1)
11706,Western Europe,Europe,Second Class,3,4.0,896.34,2,2,0,0,Medium Complexity (3-4)
65860,Western Europe,Europe,Second Class,4,9.0,833.91,6,2,4,1,Medium Complexity (3-4)
